name,label
ucsc_fd,Q8 Total cost pw - All school age children - Family day care - during term - while parents work
ucsc_fc,Q8 Total cost pw - Formal outside of school hours care - All school age children - during term - while parents work
ucsc_o1,Q8 Total cost pw - All school age children - Other 1 - during term - while parents work
ucsc_o2,Q8 Total cost pw - All school age children - Other 2 - during term - while parents work
ucsc_br,Q8 Total cost pw - Not applicable - Boarding school - All school age children - during term - while parents work
ucsc_op,Q8 Total cost pw - Non-resident parent - All school age children - during term - while parents work
uchid1,Q9 School age child ID - Child 1
uchid2,Q9 School age child ID - Child 2
uchid3,Q9 School age child ID - Child 3
uchid4,Q9 School age child ID - Child 4
uchid5,Q9 School age child ID - Child 5
uchid6,Q9 School age child ID - Child 6
uchu1_me,Q9 Child care used - Me or my partner - Child 1 - during school holidays - while parents work
uchu1_bs,Q9 Child care used - The childs brother or sister - Child 1 - during school holidays - while parents work
uchu1_sf,Q9 Child care used - Child looks after self - Child 1 - during school holidays - while parents work
uchu1_wp,Q9 Child care used - Child comes to workplace - Child 1 - during school holidays - while parents work
uchu1_gu,Q9 Child care used - Childs grandparent who lives with us - Child 1 - during school holidays - while parents work
uchu1_ge,Q9 Child care used - Childs grandparent who lives elsewhere - Child 1 - during school holidays - while parents work
uchu1_au,Q9 Child care used - Other relative who lives with us - Child 1 - during school holidays - while parents work
uchu1_ae,Q9 Child care used - Other relative who lives elsewhere - Child 1 - during school holidays - while parents work
uchu1_fo,Q9 Child care used - A friend or neighbour coming to our home - Child 1 - during school holidays - while parents work
uchu1_ft,Q9 Child care used - A friend or neighbour in their home - Child 1 - during school holidays - while parents work
uchu1_ps,Q9 Child care used - A paid sitter or nanny - Child 1 - during school holidays - while parents work
uchu1_fd,Q9 Child care used - Family day care - Child 1 - during school holidays - while parents work
uchu1_vc,Q9 Child care used - Vacation care - Child 1 - during school holidays - while parents work
uchu1_o1,Q9 Child care used - Other 1 - Child 1 - during school holidays - while parents work
uchu1_o2,Q9 Child care used - Other 2 - Child 1 - during school holidays - while parents work
uchu1_na,Q9 Child care used - Not answered - Child 1 - during school holidays - while parents work
uchu1_br,Q9 Child care used - Not applicable - Boarding school - Child 1 - during school holidays - while parents work
uchu1_op,Q9 Child care used - Non-resident parent - Child 1 - during school holidays - while parents work
uchu1_np,Q9 Child care used - Not applicable - Child 1 - during school holidays - while parents work
uchu2_me,Q9 Child care used - Me or my partner - Child 2 - during school holidays - while parents work
uchu2_bs,Q9 Child care used - The childs brother or sister - Child 2 - during school holidays - while parents work
uchu2_sf,Q9 Child care used - Child looks after self - Child 2 - during school holidays - while parents work
uchu2_wp,Q9 Child care used - Child comes to workplace - Child 2 - during school holidays - while parents work
uchu2_gu,Q9 Child care used - Childs grandparent who lives with us - Child 2 - during school holidays - while parents work
uchu2_ge,Q9 Child care used - Childs grandparent who lives elsewhere - Child 2 - during school holidays - while parents work
uchu2_au,Q9 Child care used - Other relative who lives with us - Child 2 - during school holidays - while parents work
uchu2_ae,Q9 Child care used - Other relative who lives elsewhere - Child 2 - during school holidays - while parents work
uchu2_fo,Q9 Child care used - A friend or neighbour coming to our home - Child 2 - during school holidays - while parents work
uchu2_ft,Q9 Child care used - A friend or neighbour in their home - Child 2 - during school holidays - while parents work
uchu2_ps,Q9 Child care used - A paid sitter or nanny - Child 2 - during school holidays - while parents work
uchu2_fd,Q9 Child care used - Family day care - Child 2 - during school holidays - while parents work
uchu2_vc,Q9 Child care used - Vacation care - Child 2 - during school holidays - while parents work
uchu2_o1,Q9 Child care used - Other 1 - Child 2 - during school holidays - while parents work
uchu2_o2,Q9 Child care used - Other 2 - Child 2 - during school holidays - while parents work
uchu2_na,Q9 Child care used - Not answered - Child 2 - during school holidays - while parents work
uchu2_br,Q9 Child care used - Not applicable - Boarding school - Child 2 - during school holidays - while parents work
uchu2_op,Q9 Child care used - Non-resident parent - Child 2 - during school holidays - while parents work
uchu2_np,Q9 Child care used - Not applicable - Child 2 - during school holidays - while parents work
uchu3_me,Q9 Child care used - Me or my partner - Child 3 - during school holidays - while parents work
uchu3_bs,Q9 Child care used - The childs brother or sister - Child 3 - during school holidays - while parents work
uchu3_sf,Q9 Child care used - Child looks after self - Child 3 - during school holidays - while parents work
uchu3_wp,Q9 Child care used - Child comes to workplace - Child 3 - during school holidays - while parents work
uchu3_gu,Q9 Child care used - Childs grandparent who lives with us - Child 3 - during school holidays - while parents work
uchu3_ge,Q9 Child care used - Childs grandparent who lives elsewhere - Child 3 - during school holidays - while parents work
uchu3_au,Q9 Child care used - Other relative who lives with us - Child 3 - during school holidays - while parents work
uchu3_ae,Q9 Child care used - Other relative who lives elsewhere - Child 3 - during school holidays - while parents work
uchu3_fo,Q9 Child care used - A friend or neighbour coming to our home - Child 3 - during school holidays - while parents work
uchu3_ft,Q9 Child care used - A friend or neighbour in their home - Child 3 - during school holidays - while parents work
uchu3_ps,Q9 Child care used - A paid sitter or nanny - Child 3 - during school holidays - while parents work
uchu3_fd,Q9 Child care used - Family day care - Child 3 - during school holidays - while parents work
uchu3_vc,Q9 Child care used - Vacation care - Child 3 - during school holidays - while parents work
uchu3_o1,Q9 Child care used - Other 1 - Child 3 - during school holidays - while parents work
uchu3_o2,Q9 Child care used - Other 2 - Child 3 - during school holidays - while parents work
uchu3_na,Q9 Child care used - Not answered - Child 3 - during school holidays - while parents work
uchu3_br,Q9 Child care used - Not applicable - Boarding school - Child 3 - during school holidays - while parents work
uchu3_op,Q9 Child care used - Non-resident parent - Child 3 - during school holidays - while parents work
uchu3_np,Q9 Child care used - Not applicable - Child 3 - during school holidays - while parents work
uchu4_me,Q9 Child care used - Me or my partner - Child 4 - during school holidays - while parents work
uchu4_bs,Q9 Child care used - The childs brother or sister - Child 4 - during school holidays - while parents work
uchu4_sf,Q9 Child care used - Child looks after self - Child 4 - during school holidays - while parents work
uchu4_wp,Q9 Child care used - Child comes to workplace - Child 4 - during school holidays - while parents work
uchu4_gu,Q9 Child care used - Childs grandparent who lives with us - Child 4 - during school holidays - while parents work
uchu4_ge,Q9 Child care used - Childs grandparent who lives elsewhere - Child 4 - during school holidays - while parents work
uchu4_au,Q9 Child care used - Other relative who lives with us - Child 4 - during school holidays - while parents work
uchu4_ae,Q9 Child care used - Other relative who lives elsewhere - Child 4 - during school holidays - while parents work
uchu4_fo,Q9 Child care used - A friend or neighbour coming to our home - Child 4 - during school holidays - while parents work
uchu4_ft,Q9 Child care used - A friend or neighbour in their home - Child 4 - during school holidays - while parents work
uchu4_ps,Q9 Child care used - A paid sitter or nanny - Child 4 - during school holidays - while parents work
uchu4_fd,Q9 Child care used - Family day care - Child 4 - during school holidays - while parents work
uchu4_vc,Q9 Child care used - Vacation care - Child 4 - during school holidays - while parents work
uchu4_o1,Q9 Child care used - Other 1 - Child 4 - during school holidays - while parents work
uchu4_o2,Q9 Child care used - Other 2 - Child 4 - during school holidays - while parents work
uchu4_na,Q9 Child care used - Not answered - Child 4 - during school holidays - while parents work
uchu4_br,Q9 Child care used - Not applicable - Boarding school - Child 4 - during school holidays - while parents work
uchu4_op,Q9 Child care used - Non-resident parent - Child 4 - during school holidays - while parents work
uchu4_np,Q9 Child care used - Not applicable - Child 4 - during school holidays - while parents work
uchu5_me,Q9 Child care used - Me or my partner - Child 5 - during school holidays - while parents work
uchu5_bs,Q9 Child care used - The childs brother or sister - Child 5 - during school holidays - while parents work
uchu5_sf,Q9 Child care used - Child looks after self - Child 5 - during school holidays - while parents work
uchu5_wp,Q9 Child care used - Child comes to workplace - Child 5 - during school holidays - while parents work
uchu5_gu,Q9 Child care used - Childs grandparent who lives with us - Child 5 - during school holidays - while parents work
uchu5_ge,Q9 Child care used - Childs grandparent who lives elsewhere - Child 5 - during school holidays - while parents work
uchu5_au,Q9 Child care used - Other relative who lives with us - Child 5 - during school holidays - while parents work
uchu5_ae,Q9 Child care used - Other relative who lives elsewhere - Child 5 - during school holidays - while parents work
uchu5_fo,Q9 Child care used - A friend or neighbour coming to our home - Child 5 - during school holidays - while parents work
uchu5_ft,Q9 Child care used - A friend or neighbour in their home - Child 5 - during school holidays - while parents work
uchu5_ps,Q9 Child care used - A paid sitter or nanny - Child 5 - during school holidays - while parents work
uchu5_fd,Q9 Child care used - Family day care - Child 5 - during school holidays - while parents work
uchu5_vc,Q9 Child care used - Vacation care - Child 5 - during school holidays - while parents work
uchu5_o1,Q9 Child care used - Other 1 - Child 5 - during school holidays - while parents work
uchu5_o2,Q9 Child care used - Other 2 - Child 5 - during school holidays - while parents work
uchu5_na,Q9 Child care used - Not answered - Child 5 - during school holidays - while parents work
uchu5_br,Q9 Child care used - Not applicable - Boarding school - Child 5 - during school holidays - while parents work
uchu5_op,Q9 Child care used - Non-resident parent - Child 5 - during school holidays - while parents work
uchu5_np,Q9 Child care used - Not applicable - Child 5 - during school holidays - while parents work
uchu6_me,Q9 Child care used - Me or my partner - Child 6 - during school holidays - while parents work
uchu6_bs,Q9 Child care used - The childs brother or sister - Child 6 - during school holidays - while parents work
uchu6_sf,Q9 Child care used - Child looks after self - Child 6 - during school holidays - while parents work
uchu6_wp,Q9 Child care used - Child comes to workplace - Child 6 - during school holidays - while parents work
uchu6_gu,Q9 Child care used - Childs grandparent who lives with us - Child 6 - during school holidays - while parents work
uchu6_ge,Q9 Child care used - Childs grandparent who lives elsewhere - Child 6 - during school holidays - while parents work
uchu6_au,Q9 Child care used - Other relative who lives with us - Child 6 - during school holidays - while parents work
uchu6_ae,Q9 Child care used - Other relative who lives elsewhere - Child 6 - during school holidays - while parents work
uchu6_fo,Q9 Child care used - A friend or neighbour coming to our home - Child 6 - during school holidays - while parents work
uchu6_ft,Q9 Child care used - A friend or neighbour in their home - Child 6 - during school holidays - while parents work
uchu6_ps,Q9 Child care used - A paid sitter or nanny - Child 6 - during school holidays - while parents work
uchu6_fd,Q9 Child care used - Family day care - Child 6 - during school holidays - while parents work
uchu6_vc,Q9 Child care used - Vacation care - Child 6 - during school holidays - while parents work
uchu6_o1,Q9 Child care used - Other 1 - Child 6 - during school holidays - while parents work
uchu6_o2,Q9 Child care used - Other 2 - Child 6 - during school holidays - while parents work
uchu6_na,Q9 Child care used - Not answered - Child 6 - during school holidays - while parents work
uchu6_br,Q9 Child care used - Not applicable - Boarding school - Child 6 - during school holidays - while parents work
uchu6_op,Q9 Child care used - Non-resident parent - Child 6 - during school holidays - while parents work
uchu6_np,Q9 Child care used - Not applicable - Child 6 - during school holidays - while parents work
uchh1_bs,Q9 Hours pw - The childs brother or sister - Child 1 - during school holidays - while parents work
uchh1_sf,Q9 Hours pw - Child looks after self - Child 1 - during school holidays - while parents work
uchh1_wp,Q9 Hours pw - Child comes to workplace - Child 1 - during school holidays - while parents work
uchh1_gu,Q9 Hours pw - Childs grandparent who lives with us - Child 1 - during school holidays - while parents work
uchh1_ge,Q9 Hours pw - Childs grandparent who lives elsewhere - Child 1 - during school holidays - while parents work
uchh1_au,Q9 Hours pw - Other relative who lives with us - Child 1 - during school holidays - while parents work
uchh1_ae,Q9 Hours pw - Other relative who lives elsewhere - Child 1 - during school holidays - while parents work
uchh1_fo,Q9 Hours pw - A friend or neighbour coming to our home - Child 1 - during school holidays - while parents work
uchh1_ft,Q9 Hours pw - A friend or neighbour in their home - Child 1 - during school holidays - while parents work
uchh1_ps,Q9 Hours pw - A paid sitter or nanny - Child 1 - during school holidays - while parents work
uchh1_fd,Q9 Hours pw - Family day care - Child 1 - during school holidays - while parents work
uchh1_vc,Q9 Hours pw - Vacation care - Child 1 - during school holidays - while parents work
uchh1_o1,Q9 Hours pw - Other 1 - Child 1 - during school holidays - while parents work
uchh1_o2,Q9 Hours pw - Other 2 - Child 1 - during school holidays - while parents work
uchh1_op,Q9 Hours pw - Non-resident parent - Child 1 - during school holidays - while parents work
uchh1_na,Q9 Hours pw - Not answered - Child 1 - during school holidays - while parents work
uchh2_bs,Q9 Hours pw - The childs brother or sister - Child 2 - during school holidays - while parents work
uchh2_sf,Q9 Hours pw - Child looks after self - Child 2 - during school holidays - while parents work
uchh2_wp,Q9 Hours pw - Child comes to workplace - Child 2 - during school holidays - while parents work
uchh2_gu,Q9 Hours pw - Childs grandparent who lives with us - Child 2 - during school holidays - while parents work
uchh2_ge,Q9 Hours pw - Childs grandparent who lives elsewhere - Child 2 - during school holidays - while parents work
uchh2_au,Q9 Hours pw - Other relative who lives with us - Child 2 - during school holidays - while parents work
uchh2_ae,Q9 Hours pw - Other relative who lives elsewhere - Child 2 - during school holidays - while parents work
uchh2_fo,Q9 Hours pw - A friend or neighbour coming to our home - Child 2 - during school holidays - while parents work
uchh2_ft,Q9 Hours pw - A friend or neighbour in their home - Child 2 - during school holidays - while parents work
uchh2_ps,Q9 Hours pw - A paid sitter or nanny - Child 2 - during school holidays - while parents work
uchh2_fd,Q9 Hours pw - Family day care - Child 2 - during school holidays - while parents work
uchh2_vc,Q9 Hours pw - Vacation care - Child 2 - during school holidays - while parents work
uchh2_o1,Q9 Hours pw - Other 1 - Child 2 - during school holidays - while parents work
uchh2_o2,Q9 Hours pw - Other 2 - Child 2 - during school holidays - while parents work
uchh2_op,Q9 Hours pw - Non-resident parent - Child 2 - during school holidays - while parents work
uchh2_na,Q9 Hours pw - Not answered - Child 2 - during school holidays - while parents work
uchh3_bs,Q9 Hours pw - The childs brother or sister - Child 3 - during school holidays - while parents work
uchh3_sf,Q9 Hours pw - Child looks after self - Child 3 - during school holidays - while parents work
uchh3_wp,Q9 Hours pw - Child comes to workplace - Child 3 - during school holidays - while parents work
uchh3_gu,Q9 Hours pw - Childs grandparent who lives with us - Child 3 - during school holidays - while parents work
uchh3_ge,Q9 Hours pw - Childs grandparent who lives elsewhere - Child 3 - during school holidays - while parents work
uchh3_au,Q9 Hours pw - Other relative who lives with us - Child 3 - during school holidays - while parents work
uchh3_ae,Q9 Hours pw - Other relative who lives elsewhere - Child 3 - during school holidays - while parents work
uchh3_fo,Q9 Hours pw - A friend or neighbour coming to our home - Child 3 - during school holidays - while parents work
uchh3_ft,Q9 Hours pw - A friend or neighbour in their home - Child 3 - during school holidays - while parents work
uchh3_ps,Q9 Hours pw - A paid sitter or nanny - Child 3 - during school holidays - while parents work
uchh3_fd,Q9 Hours pw - Family day care - Child 3 - during school holidays - while parents work
uchh3_vc,Q9 Hours pw - Vacation care - Child 3 - during school holidays - while parents work
uchh3_o1,Q9 Hours pw - Other 1 - Child 3 - during school holidays - while parents work
uchh3_o2,Q9 Hours pw - Other 2 - Child 3 - during school holidays - while parents work
uchh3_op,Q9 Hours pw - Non-resident parent - Child 3 - during school holidays - while parents work
uchh3_na,Q9 Hours pw - Not answered - Child 3 - during school holidays - while parents work
uchh4_bs,Q9 Hours pw - The childs brother or sister - Child 4 - during school holidays - while parents work
uchh4_sf,Q9 Hours pw - Child looks after self - Child 4 - during school holidays - while parents work
uchh4_wp,Q9 Hours pw - Child comes to workplace - Child 4 - during school holidays - while parents work
uchh4_gu,Q9 Hours pw - Childs grandparent who lives with us - Child 4 - during school holidays - while parents work
uchh4_ge,Q9 Hours pw - Childs grandparent who lives elsewhere - Child 4 - during school holidays - while parents work
uchh4_au,Q9 Hours pw - Other relative who lives with us - Child 4 - during school holidays - while parents work
uchh4_ae,Q9 Hours pw - Other relative who lives elsewhere - Child 4 - during school holidays - while parents work
uchh4_fo,Q9 Hours pw - A friend or neighbour coming to our home - Child 4 - during school holidays - while parents work
uchh4_ft,Q9 Hours pw - A friend or neighbour in their home - Child 4 - during school holidays - while parents work
uchh4_ps,Q9 Hours pw - A paid sitter or nanny - Child 4 - during school holidays - while parents work
uchh4_fd,Q9 Hours pw - Family day care - Child 4 - during school holidays - while parents work
uchh4_vc,Q9 Hours pw - Vacation care - Child 4 - during school holidays - while parents work
uchh4_o1,Q9 Hours pw - Other 1 - Child 4 - during school holidays - while parents work
uchh4_o2,Q9 Hours pw - Other 2 - Child 4 - during school holidays - while parents work
uchh4_op,Q9 Hours pw - Non-resident parent - Child 4 - during school holidays - while parents work
uchh4_na,Q9 Hours pw - Not answered - Child 4 - during school holidays - while parents work
uchh5_bs,Q9 Hours pw - The childs brother or sister - Child 5 - during school holidays - while parents work
uchh5_sf,Q9 Hours pw - Child looks after self - Child 5 - during school holidays - while parents work
uchh5_wp,Q9 Hours pw - Child comes to workplace - Child 5 - during school holidays - while parents work
uchh5_gu,Q9 Hours pw - Childs grandparent who lives with us - Child 5 - during school holidays - while parents work
uchh5_ge,Q9 Hours pw - Childs grandparent who lives elsewhere - Child 5 - during school holidays - while parents work
uchh5_au,Q9 Hours pw - Other relative who lives with us - Child 5 - during school holidays - while parents work
uchh5_ae,Q9 Hours pw - Other relative who lives elsewhere - Child 5 - during school holidays - while parents work
uchh5_fo,Q9 Hours pw - A friend or neighbour coming to our home - Child 5 - during school holidays - while parents work
uchh5_ft,Q9 Hours pw - A friend or neighbour in their home - Child 5 - during school holidays - while parents work
uchh5_ps,Q9 Hours pw - A paid sitter or nanny - Child 5 - during school holidays - while parents work
uchh5_fd,Q9 Hours pw - Family day care - Child 5 - during school holidays - while parents work
uchh5_vc,Q9 Hours pw - Vacation care - Child 5 - during school holidays - while parents work
uchh5_o1,Q9 Hours pw - Other 1 - Child 5 - during school holidays - while parents work
uchh5_o2,Q9 Hours pw - Other 2 - Child 5 - during school holidays - while parents work
uchh5_op,Q9 Hours pw - Non-resident parent - Child 5 - during school holidays - while parents work
uchh5_na,Q9 Hours pw - Not answered - Child 5 - during school holidays - while parents work
uchh6_bs,Q9 Hours pw - The childs brother or sister - Child 6 - during school holidays - while parents work
uchh6_sf,Q9 Hours pw - Child looks after self - Child 6 - during school holidays - while parents work
uchh6_wp,Q9 Hours pw - Child comes to workplace - Child 6 - during school holidays - while parents work
uchh6_gu,Q9 Hours pw - Childs grandparent who lives with us - Child 6 - during school holidays - while parents work
uchh6_ge,Q9 Hours pw - Childs grandparent who lives elsewhere - Child 6 - during school holidays - while parents work
uchh6_au,Q9 Hours pw - Other relative who lives with us - Child 6 - during school holidays - while parents work
uchh6_ae,Q9 Hours pw - Other relative who lives elsewhere - Child 6 - during school holidays - while parents work
uchh6_fo,Q9 Hours pw - A friend or neighbour coming to our home - Child 6 - during school holidays - while parents work
uchh6_ft,Q9 Hours pw - A friend or neighbour in their home - Child 6 - during school holidays - while parents work
uchh6_ps,Q9 Hours pw - A paid sitter or nanny - Child 6 - during school holidays - while parents work
uchh6_fd,Q9 Hours pw - Family day care - Child 6 - during school holidays - while parents work
uchh6_vc,Q9 Hours pw - Vacation care - Child 6 - during school holidays - while parents work
uchh6_o1,Q9 Hours pw - Other 1 - Child 6 - during school holidays - while parents work
uchh6_o2,Q9 Hours pw - Other 2 - Child 6 - during school holidays - while parents work
uchh6_op,Q9 Hours pw - Non-resident parent - Child 6 - during school holidays - while parents work
uchh6_na,Q9 Hours pw - Not answered - Child 6 - during school holidays - while parents work
uchc_wp,Q9 Total cost pw - All school age children - Child comes to workplace - during school holidays - while parents work
uchc_gu,Q9 Total cost pw - All school age children - Childs grandparent who lives with us - during school holidays - while parents work
uchc_ge,Q9 Total cost pw - All school age children - Childs grandparent who lives elsewhere - during school holidays - while parents work
uchc_au,Q9 Total cost pw - All school age children - Other relative who lives with us - during school holidays - while parents work
uchc_ae,Q9 Total cost pw - All school age children - Other relative who lives elsewhere - during school holidays - while parents work
uchc_fo,Q9 Total cost pw - All school age children - A friend or neighbour coming to our home - during school holidays - while parents work
uchc_ft,Q9 Total cost pw - All school age children - A friend or neighbour in their home - during school holidays - while parents work
uchc_ps,Q9 Total cost pw - All school age children - A paid sitter or nanny - during school holidays - while parents work
uchc_fd,Q9 Total cost pw - All school age children - Family day care - during school holidays - while parents work
uchc_vc,Q9 Total cost pw - All school age children - Vacation care - during school holidays - while parents work
uchc_o1,Q9 Total cost pw - All school age children - Other 1 - during school holidays - while parents work
uchc_o2,Q9 Total cost pw - All school age children - Other 2 - during school holidays - while parents work
uchc_op,Q9 Total cost pw - Non-resident parent - during school holidays - while parents work
uchc_na,Q9 Total cost pw - Not answered - during school holidays - while parents work
ucpno,Q11 Uses child care while at work - Number of not yet at school children
ucpid1,Q11 Not yet at school child ID - Child 1
ucpid2,Q11 Not yet at school child ID - Child 2
ucpid3,Q11 Not yet at school child ID - Child 3
ucpid4,Q11 Not yet at school child ID - Child 4
ucpany,Q10 Uses child care while at work - Whether have children not yet at school
ucpu1_me,Q11 Child care used - Me or my partner - Child 1 - not yet at school - while parents work
ucpu1_bs,Q11 Child care used - The childs brother or sister - Child 1 - not yet at school - while parents work
ucpu1_gu,Q11 Child care used - Childs grandparent who lives with us - Child 1 - not yet at school - while parents work
ucpu1_ge,Q11 Child care used - Childs grandparent who lives elsewhere - Child 1 - not yet at school - while parents work
ucpu1_au,Q11 Child care used - Other relative who lives with us - Child 1 - not yet at school - while parents work
ucpu1_ae,Q11 Child care used - Other relative who lives elsewhere - Child 1 - not yet at school - while parents work
ucpu1_fo,Q11 Child care used - A friend or neighbour coming to our home - Child 1 - not yet at school - while parents work
ucpu1_ft,Q11 Child care used - A friend or neighbour in their home - Child 1 - not yet at school - while parents work
ucpu1_ps,Q11 Child care used - A paid sitter or nanny - Child 1 - not yet at school - while parents work
ucpu1_fd,Q11 Child care used - Family day care - Child 1 - not yet at school - while parents work
ucpu1_wd,Q11 Child care used - Long day care centre at workplace - Child 1 - not yet at school - while parents work
ucpu1_pd,Q11 Child care used - Private or community long day care centre - Child 1 - not yet at school - while parents work
ucpu1_kp,Q11 Child care used - Kindergarten / pre-school - Child 1 - not yet at school - while parents work
ucpu1_op,Q11 Child care used - Non-resident parent - Child 1 - not yet at school - while parents work
ucpu1_o1,Q11 Child care used - Other 1 - Child 1 - not yet at school - while parents work
ucpu1_o2,Q11 Child care used - Other 2 - Child 1 - not yet at school - while parents work
ucpu1_np,Q11 Child care used - Not applicable - Child 1 - not yet at school - while parents work
ucpu1_na,Q11 Child care used - Not answered - Child 1 - not yet at school - while parents work
ucpu2_me,Q11 Child care used - Me or my partner - Child 2 - not yet at school - while parents work
ucpu2_bs,Q11 Child care used - The childs brother or sister - Child 2 - not yet at school - while parents work
ucpu2_gu,Q11 Child care used - Childs grandparent who lives with us - Child 2 - not yet at school - while parents work
ucpu2_ge,Q11 Child care used - Childs grandparent who lives elsewhere - Child 2 - not yet at school - while parents work
ucpu2_au,Q11 Child care used - Other relative who lives with us - Child 2 - not yet at school - while parents work
ucpu2_ae,Q11 Child care used - Other relative who lives elsewhere - Child 2 - not yet at school - while parents work
ucpu2_fo,Q11 Child care used - A friend or neighbour coming to our home - Child 2 - not yet at school - while parents work
ucpu2_ft,Q11 Child care used - A friend or neighbour in their home - Child 2 - not yet at school - while parents work
ucpu2_ps,Q11 Child care used - A paid sitter or nanny - Child 2 - not yet at school - while parents work
ucpu2_fd,Q11 Child care used - Family day care - Child 2 - not yet at school - while parents work
ucpu2_wd,Q11 Child care used - Long day care centre at workplace - Child 2 - not yet at school - while parents work
ucpu2_pd,Q11 Child care used - Private or community long day care centre - Child 2 - not yet at school - while parents work
ucpu2_kp,Q11 Child care used - Kindergarten / pre-school - Child 2 - not yet at school - while parents work
ucpu2_op,Q11 Child care used - Non-resident parent - Child 2 - not yet at school - while parents work
ucpu2_o1,Q11 Child care used - Other 1 - Child 2 - not yet at school - while parents work
ucpu2_o2,Q11 Child care used - Other 2 - Child 2 - not yet at school - while parents work
ucpu2_np,Q11 Child care used - Not applicable - Child 2 - not yet at school - while parents work
ucpu2_na,Q11 Child care used - Not answered - Child 2 - not yet at school - while parents work
ucpu3_me,Q11 Child care used - Me or my partner - Child 3 - not yet at school - while parents work
ucpu3_bs,Q11 Child care used - The childs brother or sister - Child 3 - not yet at school - while parents work
ucpu3_gu,Q11 Child care used - Childs grandparent who lives with us - Child 3 - not yet at school - while parents work
ucpu3_ge,Q11 Child care used - Childs grandparent who lives elsewhere - Child 3 - not yet at school - while parents work
ucpu3_au,Q11 Child care used - Other relative who lives with us - Child 3 - not yet at school - while parents work
ucpu3_ae,Q11 Child care used - Other relative who lives elsewhere - Child 3 - not yet at school - while parents work
ucpu3_fo,Q11 Child care used - A friend or neighbour coming to our home - Child 3 - not yet at school - while parents work
ucpu3_ft,Q11 Child care used - A friend or neighbour in their home - Child 3 - not yet at school - while parents work
ucpu3_ps,Q11 Child care used - A paid sitter or nanny - Child 3 - not yet at school - while parents work
ucpu3_fd,Q11 Child care used - Family day care - Child 3 - not yet at school - while parents work
ucpu3_wd,Q11 Child care used - Long day care centre at workplace - Child 3 - not yet at school - while parents work
ucpu3_pd,Q11 Child care used - Private or community long day care centre - Child 3 - not yet at school - while parents work
ucpu3_kp,Q11 Child care used - Kindergarten / pre-school - Child 3 - not yet at school - while parents work
ucpu3_op,Q11 Child care used - Non-resident parent - Child 3 - not yet at school - while parents work
ucpu3_o1,Q11 Child care used - Other 1 - Child 3 - not yet at school - while parents work
ucpu3_o2,Q11 Child care used - Other 2 - Child 3 - not yet at school - while parents work
ucpu3_np,Q11 Child care used - Not applicable - Child 3 - not yet at school - while parents work
ucpu3_na,Q11 Child care used - Not answered - Child 3 - not yet at school - while parents work
ucpu4_me,Q11 Child care used - Me or my partner - Child 4 - not yet at school - while parents work
ucpu4_bs,Q11 Child care used - The childs brother or sister - Child 4 - not yet at school - while parents work
ucpu4_gu,Q11 Child care used - Childs grandparent who lives with us - Child 4 - not yet at school - while parents work
ucpu4_ge,Q11 Child care used - Childs grandparent who lives elsewhere - Child 4 - not yet at school - while parents work
ucpu4_au,Q11 Child care used - Other relative who lives with us - Child 4 - not yet at school - while parents work
ucpu4_ae,Q11 Child care used - Other relative who lives elsewhere - Child 4 - not yet at school - while parents work
ucpu4_fo,Q11 Child care used - A friend or neighbour coming to our home - Child 4 - not yet at school - while parents work
ucpu4_ft,Q11 Child care used - A friend or neighbour in their home - Child 4 - not yet at school - while parents work
ucpu4_ps,Q11 Child care used - A paid sitter or nanny - Child 4 - not yet at school - while parents work
ucpu4_fd,Q11 Child care used - Family day care - Child 4 - not yet at school - while parents work
ucpu4_wd,Q11 Child care used - Long day care centre at workplace - Child 4 - not yet at school - while parents work
ucpu4_pd,Q11 Child care used - Private or community long day care centre - Child 4 - not yet at school - while parents work
ucpu4_kp,Q11 Child care used - Kindergarten / pre-school - Child 4 - not yet at school - while parents work
ucpu4_op,Q11 Child care used - Non-resident parent - Child 4 - not yet at school - while parents work
ucpu4_o1,Q11 Child care used - Other 1 - Child 4 - not yet at school - while parents work
ucpu4_o2,Q11 Child care used - Other 2 - Child 4 - not yet at school - while parents work
ucpu4_np,Q11 Child care used - Not applicable - Child 4 - not yet at school - while parents work
ucpu4_na,Q11 Child care used - Not answered - Child 4 - not yet at school - while parents work
ucph1_bs,Q11 Hours pw - The childs brother or sister - Child 1 - not yet at school - while parents work
ucph1_gu,Q11 Hours pw - Childs grandparent who lives with us - Child 1 - not yet at school - while parents work
ucph1_ge,Q11 Hours pw - Childs grandparent who lives elsewhere - Child 1 - not yet at school - while parents work
ucph1_au,Q11 Hours pw - Other relative who lives with us - Child 1 - not yet at school - while parents work
ucph1_ae,Q11 Hours pw - Other relative who lives elsewhere - Child 1 - not yet at school - while parents work
ucph1_fo,Q11 Hours pw - A friend or neighbour coming to our home - Child 1 - not yet at school - while parents work
ucph1_ft,Q11 Hours pw - A friend or neighbour in their home - Child 1 - not yet at school - while parents work
ucph1_ps,Q11 Hours pw - A paid sitter or nanny - Child 1 - not yet at school - while parents work
ucph1_fd,Q11 Hours pw - Family day care - Child 1 - not yet at school - while parents work
ucph1_wd,Q11 Hours pw - Long day care centre at workplace - Child 1 - not yet at school - while parents work
ucph1_pd,Q11 Hours pw - Private or community long day care centre - Child 1 - not yet at school - while parents work
ucph1_kp,Q11 Hours pw - Kindergarten / pre-school - Child 1 - not yet at school - while parents work
