name,label,include
ucpu3_ae,Q11 Child care used - Other relative who lives elsewhere - Child 3 - not yet at school - while parents work,FALSE
ucpu3_fo,Q11 Child care used - A friend or neighbour coming to our home - Child 3 - not yet at school - while parents work,FALSE
ucpu3_ft,Q11 Child care used - A friend or neighbour in their home - Child 3 - not yet at school - while parents work,FALSE
ucpu3_ps,Q11 Child care used - A paid sitter or nanny - Child 3 - not yet at school - while parents work,FALSE
ucpu3_fd,Q11 Child care used - Family day care - Child 3 - not yet at school - while parents work,FALSE
ucpu3_wd,Q11 Child care used - Long day care centre at workplace - Child 3 - not yet at school - while parents work,FALSE
ucpu3_pd,Q11 Child care used - Private or community long day care centre - Child 3 - not yet at school - while parents work,FALSE
ucpu3_kp,Q11 Child care used - Kindergarten / pre-school - Child 3 - not yet at school - while parents work,FALSE
ucpu3_op,Q11 Child care used - Non-resident parent - Child 3 - not yet at school - while parents work,FALSE
ucpu3_o1,Q11 Child care used - Other 1 - Child 3 - not yet at school - while parents work,FALSE
ucpu3_o2,Q11 Child care used - Other 2 - Child 3 - not yet at school - while parents work,FALSE
ucpu3_np,Q11 Child care used - Not applicable - Child 3 - not yet at school - while parents work,FALSE
ucpu3_na,Q11 Child care used - Not answered - Child 3 - not yet at school - while parents work,FALSE
ucpu4_me,Q11 Child care used - Me or my partner - Child 4 - not yet at school - while parents work,FALSE
ucpu4_bs,Q11 Child care used - The childs brother or sister - Child 4 - not yet at school - while parents work,FALSE
ucpu4_gu,Q11 Child care used - Childs grandparent who lives with us - Child 4 - not yet at school - while parents work,FALSE
ucpu4_ge,Q11 Child care used - Childs grandparent who lives elsewhere - Child 4 - not yet at school - while parents work,FALSE
ucpu4_au,Q11 Child care used - Other relative who lives with us - Child 4 - not yet at school - while parents work,FALSE
ucpu4_ae,Q11 Child care used - Other relative who lives elsewhere - Child 4 - not yet at school - while parents work,FALSE
ucpu4_fo,Q11 Child care used - A friend or neighbour coming to our home - Child 4 - not yet at school - while parents work,FALSE
ucpu4_ft,Q11 Child care used - A friend or neighbour in their home - Child 4 - not yet at school - while parents work,FALSE
ucpu4_ps,Q11 Child care used - A paid sitter or nanny - Child 4 - not yet at school - while parents work,FALSE
ucpu4_fd,Q11 Child care used - Family day care - Child 4 - not yet at school - while parents work,FALSE
ucpu4_wd,Q11 Child care used - Long day care centre at workplace - Child 4 - not yet at school - while parents work,FALSE
ucpu4_pd,Q11 Child care used - Private or community long day care centre - Child 4 - not yet at school - while parents work,FALSE
ucpu4_kp,Q11 Child care used - Kindergarten / pre-school - Child 4 - not yet at school - while parents work,FALSE
ucpu4_op,Q11 Child care used - Non-resident parent - Child 4 - not yet at school - while parents work,FALSE
ucpu4_o1,Q11 Child care used - Other 1 - Child 4 - not yet at school - while parents work,FALSE
ucpu4_o2,Q11 Child care used - Other 2 - Child 4 - not yet at school - while parents work,FALSE
ucpu4_np,Q11 Child care used - Not applicable - Child 4 - not yet at school - while parents work,FALSE
ucpu4_na,Q11 Child care used - Not answered - Child 4 - not yet at school - while parents work,FALSE
ucph1_bs,Q11 Hours pw - The childs brother or sister - Child 1 - not yet at school - while parents work,FALSE
ucph1_gu,Q11 Hours pw - Childs grandparent who lives with us - Child 1 - not yet at school - while parents work,FALSE
ucph1_ge,Q11 Hours pw - Childs grandparent who lives elsewhere - Child 1 - not yet at school - while parents work,FALSE
ucph1_au,Q11 Hours pw - Other relative who lives with us - Child 1 - not yet at school - while parents work,FALSE
ucph1_ae,Q11 Hours pw - Other relative who lives elsewhere - Child 1 - not yet at school - while parents work,FALSE
ucph1_fo,Q11 Hours pw - A friend or neighbour coming to our home - Child 1 - not yet at school - while parents work,FALSE
ucph1_ft,Q11 Hours pw - A friend or neighbour in their home - Child 1 - not yet at school - while parents work,FALSE
ucph1_ps,Q11 Hours pw - A paid sitter or nanny - Child 1 - not yet at school - while parents work,FALSE
ucph1_fd,Q11 Hours pw - Family day care - Child 1 - not yet at school - while parents work,FALSE
ucph1_wd,Q11 Hours pw - Long day care centre at workplace - Child 1 - not yet at school - while parents work,FALSE
ucph1_pd,Q11 Hours pw - Private or community long day care centre - Child 1 - not yet at school - while parents work,FALSE
ucph1_kp,Q11 Hours pw - Kindergarten / pre-school - Child 1 - not yet at school - while parents work,FALSE
ucph1_op,Q11 Hours pw - Non resident parent - Child 1 - not yet at school - while parents work,FALSE
ucph1_o1,Q11 Hours pw - Other 1 - Child 1 - not yet at school - while parents work,FALSE
ucph1_o2,Q11 Hours pw - Other 2 - Child 1 - not yet at school - while parents work,FALSE
ucph2_bs,Q11 Hours pw - The childs brother or sister - Child 2 - not yet at school - while parents work,FALSE
ucph2_gu,Q11 Hours pw - Childs grandparent who lives with us - Child 2 - not yet at school - while parents work,FALSE
ucph2_ge,Q11 Hours pw - Childs grandparent who lives elsewhere - Child 2 - not yet at school - while parents work,FALSE
ucph2_au,Q11 Hours pw - Other relative who lives with us - Child 2 - not yet at school - while parents work,FALSE
ucph2_ae,Q11 Hours pw - Other relative who lives elsewhere - Child 2 - not yet at school - while parents work,FALSE
ucph2_fo,Q11 Hours pw - A friend or neighbour coming to our home - Child 2 - not yet at school - while parents work,FALSE
ucph2_ft,Q11 Hours pw - A friend or neighbour in their home - Child 2 - not yet at school - while parents work,FALSE
ucph2_ps,Q11 Hours pw - A paid sitter or nanny - Child 2 - not yet at school - while parents work,FALSE
ucph2_fd,Q11 Hours pw - Family day care - Child 2 - not yet at school - while parents work,FALSE
ucph2_wd,Q11 Hours pw - Long day care centre at workplace - Child 2 - not yet at school - while parents work,FALSE
ucph2_pd,Q11 Hours pw - Private or community long day care centre - Child 2 - not yet at school - while parents work,FALSE
ucph2_kp,Q11 Hours pw - Kindergarten / pre-school - Child 2 - not yet at school - while parents work,FALSE
ucph2_op,Q11 Hours pw - Non resident parent - Child 2 - not yet at school - while parents work,FALSE
ucph2_o1,Q11 Hours pw - Other 1 - Child 2 - not yet at school - while parents work,FALSE
ucph2_o2,Q11 Hours pw - Other 2 - Child 2 - not yet at school - while parents work,FALSE
ucph3_bs,Q11 Hours pw - The childs brother or sister - Child 3 - not yet at school - while parents work,FALSE
ucph3_gu,Q11 Hours pw - Childs grandparent who lives with us - Child 3 - not yet at school - while parents work,FALSE
ucph3_ge,Q11 Hours pw - Childs grandparent who lives elsewhere - Child 3 - not yet at school - while parents work,FALSE
ucph3_au,Q11 Hours pw - Other relative who lives with us - Child 3 - not yet at school - while parents work,FALSE
ucph3_ae,Q11 Hours pw - Other relative who lives elsewhere - Child 3 - not yet at school - while parents work,FALSE
ucph3_fo,Q11 Hours pw - A friend or neighbour coming to our home - Child 3 - not yet at school - while parents work,FALSE
ucph3_ft,Q11 Hours pw - A friend or neighbour in their home - Child 3 - not yet at school - while parents work,FALSE
ucph3_ps,Q11 Hours pw - A paid sitter or nanny - Child 3 - not yet at school - while parents work,FALSE
ucph3_fd,Q11 Hours pw - Family day care - Child 3 - not yet at school - while parents work,FALSE
ucph3_wd,Q11 Hours pw - Long day care centre at workplace - Child 3 - not yet at school - while parents work,FALSE
ucph3_pd,Q11 Hours pw - Private or community long day care centre - Child 3 - not yet at school - while parents work,FALSE
ucph3_kp,Q11 Hours pw - Kindergarten / pre-school - Child 3 - not yet at school - while parents work,FALSE
ucph3_op,Q11 Hours pw - Non resident parent - Child 3 - not yet at school - while parents work,FALSE
ucph3_o1,Q11 Hours pw - Other 1 - Child 3 - not yet at school - while parents work,FALSE
ucph3_o2,Q11 Hours pw - Other 2 - Child 3 - not yet at school - while parents work,FALSE
ucph4_bs,Q11 Hours pw - The childs brother or sister - Child 4 - not yet at school - while parents work,FALSE
ucph4_gu,Q11 Hours pw - Childs grandparent who lives with us - Child 4 - not yet at school - while parents work,FALSE
ucph4_ge,Q11 Hours pw - Childs grandparent who lives elsewhere - Child 4 - not yet at school - while parents work,FALSE
ucph4_au,Q11 Hours pw - Other relative who lives with us - Child 4 - not yet at school - while parents work,FALSE
ucph4_ae,Q11 Hours pw - Other relative who lives elsewhere - Child 4 - not yet at school - while parents work,FALSE
ucph4_fo,Q11 Hours pw - A friend or neighbour coming to our home - Child 4 - not yet at school - while parents work,FALSE
ucph4_ft,Q11 Hours pw - A friend or neighbour in their home - Child 4 - not yet at school - while parents work,FALSE
ucph4_ps,Q11 Hours pw - A paid sitter or nanny - Child 4 - not yet at school - while parents work,FALSE
ucph4_fd,Q11 Hours pw - Family day care - Child 4 - not yet at school - while parents work,FALSE
ucph4_wd,Q11 Hours pw - Long day care centre at workplace - Child 4 - not yet at school - while parents work,FALSE
ucph4_pd,Q11 Hours pw - Private or community long day care centre - Child 4 - not yet at school - while parents work,FALSE
ucph4_kp,Q11 Hours pw - Kindergarten / pre-school - Child 4 - not yet at school - while parents work,FALSE
ucph4_op,Q11 Hours pw - Non resident parent - Child 4 - not yet at school - while parents work,FALSE
ucph4_o1,Q11 Hours pw - Other 1 - Child 4 - not yet at school - while parents work,FALSE
ucph4_o2,Q11 Hours pw - Other 2 - Child 4 - not yet at school - while parents work,FALSE
ucpc_gu,Q11 Total cost pw - Childs grandparent who live with us - not yet at school - while parents work,FALSE
ucpc_ge,Q11 Total cost pw - Childs grandparent who lives elsewhere - not yet at school - while parents work,FALSE
ucpc_au,Q11 Total cost pw - Other relative who lives with us - not yet at school - while parents work,FALSE
ucpc_ae,Q11 Total cost pw - Other relative who lives elsewhere - not yet at school - while parents work,FALSE
ucpc_fo,Q11 Total cost pw - A friend or neighbour coming to our home - not yet at school - while parents work,FALSE
ucpc_ft,Q11 Total cost pw - A friend or neighbour in their home - not yet at school - while parents work,FALSE
ucpc_ps,Q11 Total cost pw - A paid sitter or nanny - not yet at school - while parents work,FALSE
ucpc_fd,Q11 Total cost pw - Family day care - not yet at school - while parents work,FALSE
ucpc_wd,Q11 Total cost pw - Long day care centre at workplace - not yet at school - while parents work,FALSE
ucpc_pd,Q11 Total cost pw - Private or community long day care centre - not yet at school - while parents work,FALSE
ucpc_kp,Q11 Total cost pw - Kindergarten / pre-school - not yet at school - while parents work,FALSE
ucpc_o1,Q11 Total cost pw - Other 1 - not yet at school - while parents work,FALSE
ucpc_o2,Q11 Total cost pw - Other 2 - not yet at school - while parents work,FALSE
ucpc_op,Q11 Total cost pw - Non resident parent - not yet at school - while parents work,FALSE
uccnuse2,Q12 Uses child care while undertaking non-work activities,FALSE
ucnagen,Q13 Uses child care while not working - Children not yet at school or school-age,FALSE
unsno,Q14 Uses child care while not working - Number of school-aged children,FALSE
unsid1,Q14 School age child ID - Child 1,FALSE
unsid2,Q14 School age child ID - Child 2,FALSE
unsid3,Q14 School age child ID - Child 3,FALSE
unsid4,Q14 School age child ID - Child 4,FALSE
unsid5,Q14 School age child ID - Child 5,FALSE
unsid6,Q14 School age child ID - Child 6,FALSE
unsu1_bs,Q14a Child care used - The childs brother or sister - Child 1 - school aged - not employment related,FALSE
unsu1_gu,Q14a Child care used - Childs grandparent who lives with us - Child 1 - school aged - not employment related,FALSE
unsu1_ge,Q14a Child care used - Childs grandparent who lives elsewhere - Child 1 - school aged - not employment related,FALSE
unsu1_au,Q14a Child care used - Other relative who lives with us - Child 1 - school aged - not employment related,FALSE
unsu1_ae,Q14a Child care used - Other relative who lives elsewhere - Child 1 - school aged - not employment related,FALSE
unsu1_fo,Q14a Child care used - A friend or neighbour coming to our home - Child 1 - school aged - not employment related,FALSE
unsu1_ft,Q14a Child care used - A friend or neighbour in their home - Child 1 - school aged - not employment related,FALSE
unsu1_ps,Q14a Child care used - A paid sitter or nanny - Child 1 - school aged - not employment related,FALSE
unsu1_fd,Q14a Child care used - Family day care - Child 1 - school aged - not employment related,FALSE
unsu1_pd,Q14a Child care used - Private/community long day care centre - Child 1 - school aged - not employment related,FALSE
unsu1_fc,Q14a Child care used - Formal outside of school hours care - Child 1 - school aged - not employment related,FALSE
unsu1_o1,Q14a Child care used - Other 1 - Child 1 - school aged - not employment related,FALSE
unsu1_o2,Q14a Child care used - Other 2 - Child 1 - school aged - not employment related,FALSE
unsu1_np,Q14a Child care used - None - Child 1 - school aged - not employment related,FALSE
unsu1_na,Q14a Child care used - No Answer - Child 1 - school aged - not employment related,FALSE
unsu2_bs,Q14a Child care used - The childs brother or sister - Child 2 - school aged - not employment related,FALSE
unsu2_gu,Q14a Child care used - Childs grandparent who lives with us - Child 2 - school aged - not employment related,FALSE
unsu2_ge,Q14a Child care used - Childs grandparent who lives elsewhere - Child 2 - school aged - not employment related,FALSE
unsu2_au,Q14a Child care used - Other relative who lives with us - Child 2 - school aged - not employment related,FALSE
unsu2_ae,Q14a Child care used - Other relative who lives elsewhere - Child 2 - school aged - not employment related,FALSE
unsu2_fo,Q14a Child care used - A friend or neighbour coming to our home - Child 2 - school aged - not employment related,FALSE
unsu2_ft,Q14a Child care used - A friend or neighbour in their home - Child 2 - school aged - not employment related,FALSE
unsu2_ps,Q14a Child care used - A paid sitter or nanny - Child 2 - school aged - not employment related,FALSE
unsu2_fd,Q14a Child care used - Family day care - Child 2 - school aged - not employment related,FALSE
unsu2_pd,Q14a Child care used - Private/community long day care centre - Child 2 - school aged - not employment related,FALSE
unsu2_fc,Q14a Child care used - Formal outside of school hours care - Child 2 - school aged - not employment related,FALSE
unsu2_o1,Q14a Child care used - Other 1 - Child 2 - school aged - not employment related,FALSE
unsu2_o2,Q14a Child care used - Other 2 - Child 2 - school aged - not employment related,FALSE
unsu2_np,Q14a Child care used - None - Child 2 - school aged - not employment related,FALSE
unsu2_na,Q14a Child care used - No Answer - Child 2 - school aged - not employment related,FALSE
unsu3_bs,Q14a Child care used - The childs brother or sister - Child 3 - school aged - not employment related,FALSE
unsu3_gu,Q14a Child care used - Childs grandparent who lives with us - Child 3 - school aged - not employment related,FALSE
unsu3_ge,Q14a Child care used - Childs grandparent who lives elsewhere - Child 3 - school aged - not employment related,FALSE
unsu3_au,Q14a Child care used - Other relative who lives with us - Child 3 - school aged - not employment related,FALSE
unsu3_ae,Q14a Child care used - Other relative who lives elsewhere - Child 3 - school aged - not employment related,FALSE
unsu3_fo,Q14a Child care used - A friend or neighbour coming to our home - Child 3 - school aged - not employment related,FALSE
unsu3_ft,Q14a Child care used - A friend or neighbour in their home - Child 3 - school aged - not employment related,FALSE
unsu3_ps,Q14a Child care used - A paid sitter or nanny - Child 3 - school aged - not employment related,FALSE
unsu3_fd,Q14a Child care used - Family day care - Child 3 - school aged - not employment related,FALSE
unsu3_pd,Q14a Child care used - Private/community long day care centre - Child 3 - school aged - not employment related,FALSE
unsu3_fc,Q14a Child care used - Formal outside of school hours care - Child 3 - school aged - not employment related,FALSE
unsu3_o1,Q14a Child care used - Other 1 - Child 3 - school aged - not employment related,FALSE
unsu3_o2,Q14a Child care used - Other 2 - Child 3 - school aged - not employment related,FALSE
unsu3_np,Q14a Child care used - None - Child 3 - school aged - not employment related,FALSE
unsu3_na,Q14a Child care used - No Answer - Child 3 - school aged - not employment related,FALSE
unsu4_bs,Q14a Child care used - The childs brother or sister - Child 4 - school aged - not employment related,FALSE
unsu4_gu,Q14a Child care used - Childs grandparent who lives with us - Child 4 - school aged - not employment related,FALSE
unsu4_ge,Q14a Child care used - Childs grandparent who lives elsewhere - Child 4 - school aged - not employment related,FALSE
unsu4_au,Q14a Child care used - Other relative who lives with us - Child 4 - school aged - not employment related,FALSE
unsu4_ae,Q14a Child care used - Other relative who lives elsewhere - Child 4 - school aged - not employment related,FALSE
unsu4_fo,Q14a Child care used - A friend or neighbour coming to our home - Child 4 - school aged - not employment related,FALSE
unsu4_ft,Q14a Child care used - A friend or neighbour in their home - Child 4 - school aged - not employment related,FALSE
unsu4_ps,Q14a Child care used - A paid sitter or nanny - Child 4 - school aged - not employment related,FALSE
unsu4_fd,Q14a Child care used - Family day care - Child 4 - school aged - not employment related,FALSE
unsu4_pd,Q14a Child care used - Private/community long day care centre - Child 4 - school aged - not employment related,FALSE
unsu4_fc,Q14a Child care used - Formal outside of school hours care - Child 4 - school aged - not employment related,FALSE
unsu4_o1,Q14a Child care used - Other 1 - Child 4 - school aged - not employment related,FALSE
unsu4_o2,Q14a Child care used - Other 2 - Child 4 - school aged - not employment related,FALSE
unsu4_np,Q14a Child care used - None - Child 4 - school aged - not employment related,FALSE
unsu4_na,Q14a Child care used - No Answer - Child 4 - school aged - not employment related,FALSE
unsu5_bs,Q14a Child care used - The childs brother or sister - Child 5 - school aged - not employment related,FALSE
unsu5_gu,Q14a Child care used - Childs grandparent who lives with us - Child 5 - school aged - not employment related,FALSE
unsu5_ge,Q14a Child care used - Childs grandparent who lives elsewhere - Child 5 - school aged - not employment related,FALSE
unsu5_au,Q14a Child care used - Other relative who lives with us - Child 5 - school aged - not employment related,FALSE
unsu5_ae,Q14a Child care used - Other relative who lives elsewhere - Child 5 - school aged - not employment related,FALSE
unsu5_fo,Q14a Child care used - A friend or neighbour coming to our home - Child 5 - school aged - not employment related,FALSE
unsu5_ft,Q14a Child care used - A friend or neighbour in their home - Child 5 - school aged - not employment related,FALSE
unsu5_ps,Q14a Child care used - A paid sitter or nanny - Child 5 - school aged - not employment related,FALSE
unsu5_fd,Q14a Child care used - Family day care - Child 5 - school aged - not employment related,FALSE
unsu5_pd,Q14a Child care used - Private/community long day care centre - Child 5 - school aged - not employment related,FALSE
unsu5_fc,Q14a Child care used - Formal outside of school hours care - Child 5 - school aged - not employment related,FALSE
unsu5_o1,Q14a Child care used - Other 1 - Child 5 - school aged - not employment related,FALSE
unsu5_o2,Q14a Child care used - Other 2 - Child 5 - school aged - not employment related,FALSE
unsu5_np,Q14a Child care used - None - Child 5 - school aged - not employment related,FALSE
unsu5_na,Q14a Child care used - No Answer - Child 5 - school aged - not employment related,FALSE
unsu6_bs,Q14a Child care used - The childs brother or sister - Child 6 - school aged - not employment related,FALSE
unsu6_gu,Q14a Child care used - Childs grandparent who lives with us - Child 6 - school aged - not employment related,FALSE
unsu6_ge,Q14a Child care used - Childs grandparent who lives elsewhere - Child 6 - school aged - not employment related,FALSE
unsu6_au,Q14a Child care used - Other relative who lives with us - Child 6 - school aged - not employment related,FALSE
unsu6_ae,Q14a Child care used - Other relative who lives elsewhere - Child 6 - school aged - not employment related,FALSE
unsu6_fo,Q14a Child care used - A friend or neighbour coming to our home - Child 6 - school aged - not employment related,FALSE
unsu6_ft,Q14a Child care used - A friend or neighbour in their home - Child 6 - school aged - not employment related,FALSE
unsu6_ps,Q14a Child care used - A paid sitter or nanny - Child 6 - school aged - not employment related,FALSE
unsu6_fd,Q14a Child care used - Family day care - Child 6 - school aged - not employment related,FALSE
unsu6_pd,Q14a Child care used - Private/community long day care centre - Child 6 - school aged - not employment related,FALSE
unsu6_fc,Q14a Child care used - Formal outside of school hours care - Child 6 - school aged - not employment related,FALSE
unsu6_o1,Q14a Child care used - Other 1 - Child 6 - school aged - not employment related,FALSE
unsu6_o2,Q14a Child care used - Other 2 - Child 6 - school aged - not employment related,FALSE
unsu6_np,Q14a Child care used - None - Child 6 - school aged - not employment related,FALSE
unsu6_na,Q14a Child care used - No Answer - Child 6 - school aged - not employment related,FALSE
unsh1_bs,Q14b Hours pw - The childs brother or sister - Child 1 - school aged - not employment related,FALSE
unsh1_gu,Q14b Hours pw - Childs grandparent who lives with us - Child 1 - school aged - not employment related,FALSE
unsh1_ge,Q14b Hours pw - Childs grandparent who lives elsewhere - Child 1 - school aged - not employment related,FALSE
unsh1_au,Q14b Hours pw - Other relative who lives with us - Child 1 - school aged - not employment related,FALSE
unsh1_ae,Q14b Hours pw - Other relative who lives elsewhere - Child 1 - school aged - not employment related,FALSE
unsh1_fo,Q14b Hours pw - A friend or neighbour coming to our home - Child 1 - school aged - not employment related,FALSE
unsh1_ft,Q14b Hours pw - A friend or neighbour in their home - Child 1 - school aged - not employment related,FALSE
unsh1_ps,Q14b Hours pw - A paid sitter or nanny - Child 1 - school aged - not employment related,FALSE
unsh1_fd,Q14b Hours pw - Family day care - Child 1 - school aged - not employment related,FALSE
unsh1_pd,Q14b Hours pw - Private or community long day care centre - Child 1 - school aged - not employment related,FALSE
unsh1_fc,Q14b Hours pw - Formal outside of school hours care - Child 1 - school aged - not employment related,FALSE
unsh1_o1,Q14b Hours pw - Other 1 - Child 1 - school aged - not employment related,FALSE
unsh1_o2,Q14b Hours pw - Other 2 - Child 1 - school aged - not employment related,FALSE
unsh2_bs,Q14b Hours pw - The childs brother or sister - Child 2 - school aged - not employment related,FALSE
unsh2_gu,Q14b Hours pw - Childs grandparent who lives with us - Child 2 - school aged - not employment related,FALSE
unsh2_ge,Q14b Hours pw - Childs grandparent who lives elsewhere - Child 2 - school aged - not employment related,FALSE
unsh2_au,Q14b Hours pw - Other relative who lives with us - Child 2 - school aged - not employment related,FALSE
unsh2_ae,Q14b Hours pw - Other relative who lives elsewhere - Child 2 - school aged - not employment related,FALSE
unsh2_fo,Q14b Hours pw - A friend or neighbour coming to our home - Child 2 - school aged - not employment related,FALSE
unsh2_ft,Q14b Hours pw - A friend or neighbour in their home - Child 2 - school aged - not employment related,FALSE
unsh2_ps,Q14b Hours pw - A paid sitter or nanny - Child 2 - school aged - not employment related,FALSE
unsh2_fd,Q14b Hours pw - Family day care - Child 2 - school aged - not employment related,FALSE
unsh2_pd,Q14b Hours pw - Private or community long day care centre - Child 2 - school aged - not employment related,FALSE
unsh2_fc,Q14b Hours pw - Formal outside of school hours care - Child 2 - school aged - not employment related,FALSE
unsh2_o1,Q14b Hours pw - Other 1 - Child 2 - school aged - not employment related,FALSE
unsh2_o2,Q14b Hours pw - Other 2 - Child 2 - school aged - not employment related,FALSE
unsh3_bs,Q14b Hours pw - The childs brother or sister - Child 3 - school aged - not employment related,FALSE
unsh3_gu,Q14b Hours pw - Childs grandparent who lives with us - Child 3 - school aged - not employment related,FALSE
unsh3_ge,Q14b Hours pw - Childs grandparent who lives elsewhere - Child 3 - school aged - not employment related,FALSE
unsh3_au,Q14b Hours pw - Other relative who lives with us - Child 3 - school aged - not employment related,FALSE
unsh3_ae,Q14b Hours pw - Other relative who lives elsewhere - Child 3 - school aged - not employment related,FALSE
unsh3_fo,Q14b Hours pw - A friend or neighbour coming to our home - Child 3 - school aged - not employment related,FALSE
unsh3_ft,Q14b Hours pw - A friend or neighbour in their home - Child 3 - school aged - not employment related,FALSE
unsh3_ps,Q14b Hours pw - A paid sitter or nanny - Child 3 - school aged - not employment related,FALSE
unsh3_fd,Q14b Hours pw - Family day care - Child 3 - school aged - not employment related,FALSE
unsh3_pd,Q14b Hours pw - Private or community long day care centre - Child 3 - school aged - not employment related,FALSE
unsh3_fc,Q14b Hours pw - Formal outside of school hours care - Child 3 - school aged - not employment related,FALSE
unsh3_o1,Q14b Hours pw - Other 1 - Child 3 - school aged - not employment related,FALSE
unsh3_o2,Q14b Hours pw - Other 2 - Child 3 - school aged - not employment related,FALSE
unsh4_bs,Q14b Hours pw - The childs brother or sister - Child 4 - school aged - not employment related,FALSE
unsh4_gu,Q14b Hours pw - Childs grandparent who lives with us - Child 4 - school aged - not employment related,FALSE
unsh4_ge,Q14b Hours pw - Childs grandparent who lives elsewhere - Child 4 - school aged - not employment related,FALSE
unsh4_au,Q14b Hours pw - Other relative who lives with us - Child 4 - school aged - not employment related,FALSE
unsh4_ae,Q14b Hours pw - Other relative who lives elsewhere - Child 4 - school aged - not employment related,FALSE
unsh4_fo,Q14b Hours pw - A friend or neighbour coming to our home - Child 4 - school aged - not employment related,FALSE
unsh4_ft,Q14b Hours pw - A friend or neighbour in their home - Child 4 - school aged - not employment related,FALSE
unsh4_ps,Q14b Hours pw - A paid sitter or nanny - Child 4 - school aged - not employment related,FALSE
unsh4_fd,Q14b Hours pw - Family day care - Child 4 - school aged - not employment related,FALSE
unsh4_pd,Q14b Hours pw - Private or community long day care centre - Child 4 - school aged - not employment related,FALSE
unsh4_fc,Q14b Hours pw - Formal outside of school hours care - Child 4 - school aged - not employment related,FALSE
unsh4_o1,Q14b Hours pw - Other 1 - Child 4 - school aged - not employment related,FALSE
unsh4_o2,Q14b Hours pw - Other 2 - Child 4 - school aged - not employment related,FALSE
unsh5_bs,Q14b Hours pw - The childs brother or sister - Child 5 - school aged - not employment related,FALSE
unsh5_gu,Q14b Hours pw - Childs grandparent who lives with us - Child 5 - school aged - not employment related,FALSE
unsh5_ge,Q14b Hours pw - Childs grandparent who lives elsewhere - Child 5 - school aged - not employment related,FALSE
unsh5_au,Q14b Hours pw - Other relative who lives with us - Child 5 - school aged - not employment related,FALSE
unsh5_ae,Q14b Hours pw - Other relative who lives elsewhere - Child 5 - school aged - not employment related,FALSE
unsh5_fo,Q14b Hours pw - A friend or neighbour coming to our home - Child 5 - school aged - not employment related,FALSE
unsh5_ft,Q14b Hours pw - A friend or neighbour in their home - Child 5 - school aged - not employment related,FALSE
unsh5_ps,Q14b Hours pw - A paid sitter or nanny - Child 5 - school aged - not employment related,FALSE
unsh5_fd,Q14b Hours pw - Family day care - Child 5 - school aged - not employment related,FALSE
unsh5_pd,Q14b Hours pw - Private or community long day care centre - Child 5 - school aged - not employment related,FALSE
unsh5_fc,Q14b Hours pw - Formal outside of school hours care - Child 5 - school aged - not employment related,FALSE
unsh5_o1,Q14b Hours pw - Other 1 - Child 5 - school aged - not employment related,FALSE
unsh5_o2,Q14b Hours pw - Other 2 - Child 5 - school aged - not employment related,FALSE
unsh6_bs,Q14b Hours pw - The childs brother or sister - Child 6 - school aged - not employment related,FALSE
unsh6_gu,Q14b Hours pw - Childs grandparent who lives with us - Child 6 - school aged - not employment related,FALSE
unsh6_ge,Q14b Hours pw - Childs grandparent who lives elsewhere - Child 6 - school aged - not employment related,FALSE
unsh6_au,Q14b Hours pw - Other relative who lives with us - Child 6 - school aged - not employment related,FALSE
unsh6_ae,Q14b Hours pw - Other relative who lives elsewhere - Child 6 - school aged - not employment related,FALSE
unsh6_fo,Q14b Hours pw - A friend or neighbour coming to our home - Child 6 - school aged - not employment related,FALSE
unsh6_ft,Q14b Hours pw - A friend or neighbour in their home - Child 6 - school aged - not employment related,FALSE
unsh6_ps,Q14b Hours pw - A paid sitter or nanny - Child 6 - school aged - not employment related,FALSE
unsh6_fd,Q14b Hours pw - Family day care - Child 6 - school aged - not employment related,FALSE
unsh6_pd,Q14b Hours pw - Private or community long day care centre - Child 6 - school aged - not employment related,FALSE
unsh6_fc,Q14b Hours pw - Formal outside of school hours care - Child 6 - school aged - not employment related,FALSE
unsh6_o1,Q14b Hours pw - Other 1 - Child 6 - school aged - not employment related,FALSE
unsh6_o2,Q14b Hours pw - Other 2 - Child 6 - school aged - not employment related,FALSE
ucnsc_gu,Q14c Total cost pw - Childs grandparent who lives with us - school aged - not employment related,FALSE
ucnsc_ge,Q14c Total cost pw - Childs grandparent who lives elsewhere - school aged - not employment related,FALSE
ucnsc_au,Q14c Total cost pw - Other relative who lives with us - school aged - not employment related,FALSE
ucnsc_ae,Q14c Total cost pw - Other relative who lives elsewhere - school aged - not employment related,FALSE
ucnsc_fo,Q14c Total cost pw - A friend or neighbour coming to our home - school aged - not employment related,FALSE
ucnsc_ft,Q14c Total cost pw - A friend or neighbour in their home - school aged - not employment related,FALSE
ucnsc_ps,Q14c Total cost pw - A paid sitter or nanny - school aged - not employment related,FALSE
ucnsc_fd,Q14c Total cost pw - Family day care - school aged - not employment related,FALSE
ucnsc_pd,Q14c Total cost pw - Private/community long day care centre - school aged - not employment related,FALSE
ucnsc_fc,Q14c Total cost pw - Formal outside of school hours care - school aged - not employment related,FALSE
ucnsc_o1,Q14c Total cost pw - Other 1 - school aged - not employment related,FALSE
ucnsc_o2,Q14c Total cost pw - Other 2 - school aged - not employment related,FALSE
unpany,Q15 Uses child care while not working - Check Any not yet at school children,FALSE
unpno,Q16 Uses child care while not working - Number of not yet at school children,FALSE
